group,filename,pred_prob,pred_label,rank_in_group,is_top_of_group,filename_norm,stamp_path,cx,cy,folder,f1_x,f1_y,f2_x,f2_y,f3_x,f3_y,dist,is_truth,asteroid_folder
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000017.npz,0.17269352,0,7,0,test/20240801_A1192Lc__csv__f2__0000017.npz,test/20240801_A1192Lc__csv__f2__0000017.npz,156.57527309053506,262.00767590709086,20240801_A1192Lc,190.66043690084427,375.2499346085516,157.57527309053506,263.00767590709086,127.80514463527902,152.86130711134356,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000018.npz,0.07247159,0,20,0,test/20240801_A1192Lc__csv__f2__0000018.npz,test/20240801_A1192Lc__csv__f2__0000018.npz,252.9248737824522,35.86887150487976,20240801_A1192Lc,254.49781024264985,78.42291240437734,253.9248737824522,36.86887150487976,253.9437346411164,0.2831476077066668,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000019.npz,0.21070829,0,3,0,test/20240801_A1192Lc__csv__f2__0000019.npz,test/20240801_A1192Lc__csv__f2__0000019.npz,438.23886593839495,142.4533603464436,20240801_A1192Lc,473.21243079632194,113.16203746902414,439.23886593839495,143.4533603464436,409.6881695706679,171.0799237697796,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000020.npz,0.015679922,0,30,0,test/20240801_A1192Lc__csv__f2__0000020.npz,test/20240801_A1192Lc__csv__f2__0000020.npz,273.9340823383015,455.7062187425608,20240801_A1192Lc,278.65434546865447,456.2806904324791,274.9340823383015,456.7062187425608,275.91723278391646,456.8847807863604,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000021.npz,0.16037846,0,8,0,test/20240801_A1192Lc__csv__f2__0000021.npz,test/20240801_A1192Lc__csv__f2__0000021.npz,2.583835514076327,452.2672437151746,20240801_A1192Lc,2.7719068955772457,414.78770229173097,3.583835514076327,453.2672437151746,7.760426313740652,493.805366674969,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000022.npz,0.23147273,0,2,0,test/20240801_A1192Lc__csv__f2__0000022.npz,test/20240801_A1192Lc__csv__f2__0000022.npz,373.3962556717746,111.24933911184796,20240801_A1192Lc,468.8683726632557,49.64274572763037,374.3962556717746,112.24933911184796,280.148614523262,169.9657753265671,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000023.npz,0.10766272,0,13,0,test/20240801_A1192Lc__csv__f2__0000023.npz,test/20240801_A1192Lc__csv__f2__0000023.npz,253.09090854169847,119.77183380850344,20240801_A1192Lc,292.3413768718474,130.6899474072471,254.09090854169847,120.77183380850344,219.9362504537837,108.50278265600244,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000024.npz,0.08065645,0,18,0,test/20240801_A1192Lc__csv__f2__0000024.npz,test/20240801_A1192Lc__csv__f2__0000024.npz,2.349291257147712,228.80378810674443,20240801_A1192Lc,1.6301928941174992,253.10876921059983,3.349291257147712,229.80378810674443,3.093445318448232,201.366201613298,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000025.npz,0.11123902,0,12,0,test/20240801_A1192Lc__csv__f2__0000025.npz,test/20240801_A1192Lc__csv__f2__0000025.npz,158.97710599474166,170.01404655606538,20240801_A1192Lc,62.036792026803056,217.06843027131373,159.97710599474166,171.01404655606538,254.7531871794229,121.02014536957684,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000026.npz,0.020186994,0,28,0,test/20240801_A1192Lc__csv__f2__0000026.npz,test/20240801_A1192Lc__csv__f2__0000026.npz,200.95081407481644,109.9779330643367,20240801_A1192Lc,141.51503072344946,85.2269115573391,201.95081407481644,110.9779330643367,268.3346475988509,140.45983193613688,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000027.npz,0.097950816,0,16,0,test/20240801_A1192Lc__csv__f2__0000027.npz,test/20240801_A1192Lc__csv__f2__0000027.npz,259.65158085089223,75.30019917494928,20240801_A1192Lc,254.02013888890485,36.43078351600795,260.65158085089223,76.30019917494928,269.3915493258791,110.74082794584292,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000028.npz,0.016670335,0,29,0,test/20240801_A1192Lc__csv__f2__0000028.npz,test/20240801_A1192Lc__csv__f2__0000028.npz,256.3356867158716,100.07853352285828,20240801_A1192Lc,233.52143357219447,142.3452988287089,257.3356867158716,101.07853352285828,283.536638088998,64.77470342048281,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000029.npz,0.062813394,0,22,0,test/20240801_A1192Lc__csv__f2__0000029.npz,test/20240801_A1192Lc__csv__f2__0000029.npz,500.16624509374,393.90783768114994,20240801_A1192Lc,498.0788057203608,323.8839379489879,501.16624509374,394.90783768114994,501.7176693817645,458.3293425804388,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000030.npz,0.13305518,0,11,0,test/20240801_A1192Lc__csv__f2__0000030.npz,test/20240801_A1192Lc__csv__f2__0000030.npz,289.453126248128,158.2573812394087,20240801_A1192Lc,269.4153941388724,238.4909454315076,290.453126248128,159.2573812394087,305.80363174106145,85.99457808478337,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000031.npz,0.09825809,0,15,0,test/20240801_A1192Lc__csv__f2__0000031.npz,test/20240801_A1192Lc__csv__f2__0000031.npz,126.69991225774316,76.21800710099683,20240801_A1192Lc,19.286003965798272,4.83449213616413,127.69991225774316,77.21800710099683,233.5408305131466,141.7245561670426,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000032.npz,0.18716301,0,5,0,test/20240801_A1192Lc__csv__f2__0000032.npz,test/20240801_A1192Lc__csv__f2__0000032.npz,12.65352197379869,460.80439242631326,20240801_A1192Lc,26.7754629289785,467.24538861493966,13.65352197379869,461.80439242631326,2.9044422815609323,451.0827328848724,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000033.npz,0.0035941913,0,34,0,test/20240801_A1192Lc__csv__f2__0000033.npz,test/20240801_A1192Lc__csv__f2__0000033.npz,1.6620348765442827,26.0486204508575,20240801_A1192Lc,2.023227333677596,18.52090774620231,2.6620348765442827,27.0486204508575,6.719509372192533,26.34154635443452,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000034.npz,0.064813316,0,21,0,test/20240801_A1192Lc__csv__f2__0000034.npz,test/20240801_A1192Lc__csv__f2__0000034.npz,63.1492750441999,403.827160960334,20240801_A1192Lc,73.04160227295299,400.06457999604817,64.1492750441999,404.827160960334,64.3439088675338,404.5165038872559,0.0,False,20240801_A1192Lc
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000000.npz,0.84850454,1,1,1,test/20240807_A119gpd1__csv__f2__0000000.npz,test/20240807_A119gpd1__csv__f2__0000000.npz,229.9781653223423,292.2153228516795,20240807_A119gpd1,216.29726563661643,285.3460831401024,230.9781653223423,293.2153228516795,245.78925327746995,301.305232905308,0.0,True,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000001.npz,0.04154094,0,31,0,test/20240807_A119gpd1__csv__f2__0000001.npz,test/20240807_A119gpd1__csv__f2__0000001.npz,476.604122938766,104.25512757395174,20240807_A119gpd1,489.4598936940192,14.897765649766257,477.604122938766,105.25512757395174,465.6614177474221,196.38548678985973,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000002.npz,0.0814389,0,21,0,test/20240807_A119gpd1__csv__f2__0000002.npz,test/20240807_A119gpd1__csv__f2__0000002.npz,348.0650866783304,319.1792442927831,20240807_A119gpd1,349.91549532427354,319.905850760347,349.0650866783304,320.1792442927831,348.9953844769524,320.33608549647204,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000003.npz,0.0899254,0,19,0,test/20240807_A119gpd1__csv__f2__0000003.npz,test/20240807_A119gpd1__csv__f2__0000003.npz,5.476216781037124,393.00573147126784,20240807_A119gpd1,5.402920072899889,393.72766133726384,6.476216781037124,394.00573147126784,6.529822725364795,393.8080071669874,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000004.npz,0.07503204,0,22,0,test/20240807_A119gpd1__csv__f2__0000004.npz,test/20240807_A119gpd1__csv__f2__0000004.npz,345.78532404297385,348.87755899524427,20240807_A119gpd1,347.5994926161146,349.9302654851721,346.78532404297385,349.87755899524427,347.4531303241895,349.71764001222846,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000005.npz,0.018525472,0,33,0,test/20240807_A119gpd1__csv__f2__0000005.npz,test/20240807_A119gpd1__csv__f2__0000005.npz,418.5822542822152,269.0462816442969,20240807_A119gpd1,440.01451530210096,163.52817301218593,419.5822542822152,270.0462816442969,397.9452473718221,377.3601038680006,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000006.npz,0.14380388,0,9,0,test/20240807_A119gpd1__csv__f2__0000006.npz,test/20240807_A119gpd1__csv__f2__0000006.npz,473.9649808565808,344.8201219570781,20240807_A119gpd1,459.35377642974,217.6970754229281,474.9649808565808,345.8201219570781,491.7032541492328,472.6850987011953,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000007.npz,0.12694001,0,12,0,test/20240807_A119gpd1__csv__f2__0000007.npz,test/20240807_A119gpd1__csv__f2__0000007.npz,425.3757751886103,94.52542096569562,20240807_A119gpd1,425.8296016706327,96.15530206598828,426.3757751886103,95.52542096569562,425.4812066670878,96.39646366215416,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000008.npz,0.09816429,0,17,0,test/20240807_A119gpd1__csv__f2__0000008.npz,test/20240807_A119gpd1__csv__f2__0000008.npz,372.9720218971553,202.6679797600979,20240807_A119gpd1,372.84712517154384,202.94272349533,373.9720218971553,203.6679797600979,374.09841306788826,202.3438559105877,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000009.npz,0.05698435,0,25,0,test/20240807_A119gpd1__csv__f2__0000009.npz,test/20240807_A119gpd1__csv__f2__0000009.npz,60.12025450851687,470.3822941848048,20240807_A119gpd1,61.90123709622995,470.4828223000633,61.12025450851687,471.3822941848048,62.54897346463196,470.66281142598,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000010.npz,0.06812695,0,23,0,test/20240807_A119gpd1__csv__f2__0000010.npz,test/20240807_A119gpd1__csv__f2__0000010.npz,223.2846068323324,338.0002756448251,20240807_A119gpd1,183.5677024805073,201.9750531280164,224.2846068323324,339.0002756448251,267.8931481004128,475.6077579376869,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000011.npz,0.04499159,0,29,0,test/20240807_A119gpd1__csv__f2__0000011.npz,test/20240807_A119gpd1__csv__f2__0000011.npz,345.6453921733384,374.430629118459,20240807_A119gpd1,404.0430556138096,412.3544749229888,346.6453921733384,375.430629118459,286.38814441324377,335.96371515727054,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000012.npz,0.18004107,0,7,0,test/20240807_A119gpd1__csv__f2__0000012.npz,test/20240807_A119gpd1__csv__f2__0000012.npz,469.6160270341528,180.4437435532544,20240807_A119gpd1,468.9758460688773,182.52837177641885,470.6160270341528,181.4437435532544,469.3958031225595,181.1242705041877,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000013.npz,0.039149504,0,32,0,test/20240807_A119gpd1__csv__f2__0000013.npz,test/20240807_A119gpd1__csv__f2__0000013.npz,464.2029238566699,179.81064806670025,20240807_A119gpd1,436.64414547140905,255.96125138385963,465.2029238566699,180.81064806670025,496.6503005570903,106.40134253083622,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000014.npz,0.13148998,0,10,0,test/20240807_A119gpd1__csv__f2__0000014.npz,test/20240807_A119gpd1__csv__f2__0000014.npz,371.9698237246921,271.5980533763467,20240807_A119gpd1,359.249890417471,200.98910244930457,372.9698237246921,272.5980533763467,389.9939197794136,343.14095198748083,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000015.npz,0.052280653,0,27,0,test/20240807_A119gpd1__csv__f2__0000015.npz,test/20240807_A119gpd1__csv__f2__0000015.npz,0.8191573961278209,424.4188051878166,20240807_A119gpd1,1.523549436097369,411.5952081518069,1.819157396127821,425.4188051878166,3.8066639376889375,436.4134298718721,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000016.npz,0.09548321,0,18,0,test/20240807_A119gpd1__csv__f2__0000016.npz,test/20240807_A119gpd1__csv__f2__0000016.npz,1.9423395617030508,20.14618183529882,20240807_A119gpd1,1.1749830857017969,16.601189265881914,2.9423395617030508,21.14618183529882,5.7192733234825255,21.90926510491144,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000017.npz,0.057120897,0,24,0,test/20240807_A119gpd1__csv__f2__0000017.npz,test/20240807_A119gpd1__csv__f2__0000017.npz,50.30855808547142,403.44272136316965,20240807_A119gpd1,91.40088010149228,496.0930695818225,51.30855808547142,404.44272136316965,6.761439589200904,309.74380861540993,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000018.npz,0.10454442,0,16,0,test/20240807_A119gpd1__csv__f2__0000018.npz,test/20240807_A119gpd1__csv__f2__0000018.npz,42.62073721860497,28.78625566544761,20240807_A119gpd1,24.16492799258197,10.21270957656239,43.62073721860497,29.78625566544761,61.93651284214806,53.47677825140099,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000019.npz,0.11853477,0,15,0,test/20240807_A119gpd1__csv__f2__0000019.npz,test/20240807_A119gpd1__csv__f2__0000019.npz,233.6274377226131,115.19012361166662,20240807_A119gpd1,190.1649414526175,74.71009798643539,234.6274377226131,116.19012361166662,279.5417927204803,163.06731697502985,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000020.npz,0.19358902,0,5,0,test/20240807_A119gpd1__csv__f2__0000020.npz,test/20240807_A119gpd1__csv__f2__0000020.npz,454.80454639603846,14.60889677301472,20240807_A119gpd1,497.28853036167607,7.903705961793236,455.80454639603846,15.60889677301472,415.6565207316843,27.654058269958853,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000021.npz,0.19968106,0,3,0,test/20240807_A119gpd1__csv__f2__0000021.npz,test/20240807_A119gpd1__csv__f2__0000021.npz,455.3769491796726,118.77316758799654,20240807_A119gpd1,455.7576532392226,15.744825877709246,456.3769491796726,119.77316758799654,457.39125407535937,216.18893117283287,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000022.npz,0.12207538,0,13,0,test/20240807_A119gpd1__csv__f2__0000022.npz,test/20240807_A119gpd1__csv__f2__0000022.npz,338.59237630638347,241.21568044026705,20240807_A119gpd1,415.1779687381866,344.6827306183302,339.59237630638347,242.21568044026705,259.2430626885249,133.4066378796112,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000023.npz,0.0012722616,0,37,0,test/20240807_A119gpd1__csv__f2__0000023.npz,test/20240807_A119gpd1__csv__f2__0000023.npz,468.182059094599,59.639434837553125,20240807_A119gpd1,477.2262023425917,105.42143061728532,469.182059094599,60.639434837553125,455.6718671675161,15.658110729659285,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000024.npz,0.08668732,0,20,0,test/20240807_A119gpd1__csv__f2__0000024.npz,test/20240807_A119gpd1__csv__f2__0000024.npz,300.3590913823224,214.7653105704485,20240807_A119gpd1,423.7311309106048,235.27725419519064,301.3590913823224,215.7653105704485,183.52162963334564,201.7180309743348,2.8421709430404014e-14,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000025.npz,0.05222566,0,28,0,test/20240807_A119gpd1__csv__f2__0000025.npz,test/20240807_A119gpd1__csv__f2__0000025.npz,162.36207588739032,358.6961043960368,20240807_A119gpd1,232.766171738956,453.0692016844526,163.36207588739032,359.6961043960368,89.74468480661815,271.40481612633,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000026.npz,0.3076384,0,2,0,test/20240807_A119gpd1__csv__f2__0000026.npz,test/20240807_A119gpd1__csv__f2__0000026.npz,401.58826051126186,240.73669209004032,20240807_A119gpd1,501.282166168451,354.5745919358819,402.58826051126186,241.73669209004032,303.8246888776086,137.41413241110683,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000027.npz,0.04454042,0,30,0,test/20240807_A119gpd1__csv__f2__0000027.npz,test/20240807_A119gpd1__csv__f2__0000027.npz,181.28969877580224,366.8637584883086,20240807_A119gpd1,163.0895677445062,359.4208198847462,182.28969877580224,367.8637584883086,195.1853453036001,377.1933195871389,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000028.npz,0.1922997,0,6,0,test/20240807_A119gpd1__csv__f2__0000028.npz,test/20240807_A119gpd1__csv__f2__0000028.npz,285.3589198788833,335.5988187679995,20240807_A119gpd1,195.07971592285736,376.9521541145025,286.3589198788833,336.5988187679995,385.5067193815546,297.8112170020052,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000029.npz,0.118703485,0,14,0,test/20240807_A119gpd1__csv__f2__0000029.npz,test/20240807_A119gpd1__csv__f2__0000029.npz,414.86657492905897,26.18727903307621,20240807_A119gpd1,469.18043368016833,60.483013346284366,415.86657492905897,27.18727903307621,363.86073757880143,1.0032104123893646,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000030.npz,0.19699986,0,4,0,test/20240807_A119gpd1__csv__f2__0000030.npz,test/20240807_A119gpd1__csv__f2__0000030.npz,389.0372367315497,342.0061932115706,20240807_A119gpd1,286.48147637164845,335.86117291897415,390.0372367315497,343.0061932115706,501.23672923910806,354.67479360394657,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000031.npz,0.056653477,0,26,0,test/20240807_A119gpd1__csv__f2__0000031.npz,test/20240807_A119gpd1__csv__f2__0000031.npz,420.258460249008,200.021242004986,20240807_A119gpd1,422.77466854476296,201.91233787508256,421.258460249008,201.021242004986,426.4729598613632,198.7798831574829,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000032.npz,0.00918681,0,34,0,test/20240807_A119gpd1__csv__f2__0000032.npz,test/20240807_A119gpd1__csv__f2__0000032.npz,88.58831618789728,270.49503978313606,20240807_A119gpd1,14.935165303800488,361.25044626651,89.58831618789728,271.49503978313606,170.98680044072438,185.6978188131286,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000033.npz,0.12695324,0,11,0,test/20240807_A119gpd1__csv__f2__0000033.npz,test/20240807_A119gpd1__csv__f2__0000033.npz,449.0020326725554,226.80448821501585,20240807_A119gpd1,488.6453039910601,119.39506575327118,450.0020326725554,227.80448821501585,414.7653653853841,344.8797598901281,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000034.npz,0.0012871558,0,36,0,test/20240807_A119gpd1__csv__f2__0000034.npz,test/20240807_A119gpd1__csv__f2__0000034.npz,89.3205416291148,325.94559844213273,20240807_A119gpd1,75.28283111347793,208.71467421422363,90.3205416291148,326.94559844213273,96.75423404307648,446.7043527319119,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000035.npz,0.17145154,0,8,0,test/20240807_A119gpd1__csv__f2__0000035.npz,test/20240807_A119gpd1__csv__f2__0000035.npz,6.609793400688005,26.814265852502388,20240807_A119gpd1,2.3337871428027768,21.09172574589752,7.609793400688005,27.814265852502388,4.120102542313731,33.46425389030799,0.0,False,20240807_A119gpd1
test,20240807_A119gpd1/test/20240807_A119gpd1__csv__f2__0000036.npz,0.002138209,0,35,0,test/20240807_A119gpd1__csv__f2__0000036.npz,test/20240807_A119gpd1__csv__f2__0000036.npz,493.0221132984977,461.3996687189608,20240807_A119gpd1,492.0886983693218,472.8494213876238,494.0221132984977,462.3996687189608,494.0255541074199,462.4060104964007,0.0,False,20240807_A119gpd1
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000000.npz,0.057517916,0,18,0,test/20240807_A119gpd2__csv__f2__0000000.npz,test/20240807_A119gpd2__csv__f2__0000000.npz,355.3100244776592,56.31464308918524,20240807_A119gpd2,250.24776255974152,31.09476060292096,356.3100244776592,57.31464308918524,453.2714800837978,81.25919829176382,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000001.npz,0.83326304,1,1,1,test/20240807_A119gpd2__csv__f2__0000001.npz,test/20240807_A119gpd2__csv__f2__0000001.npz,232.6569655083884,292.8859486653856,20240807_A119gpd2,217.5453088907776,285.16251797688494,233.6569655083884,293.8859486653856,248.5142743143381,301.7199626839321,0.0,True,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000002.npz,0.15888852,0,7,0,test/20240807_A119gpd2__csv__f2__0000002.npz,test/20240807_A119gpd2__csv__f2__0000002.npz,418.2817933629102,226.61276616879425,20240807_A119gpd2,420.0914080786609,228.36097918760265,419.2817933629102,227.61276616879425,418.3037223875008,227.71736735453788,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000003.npz,0.30953953,0,5,0,test/20240807_A119gpd2__csv__f2__0000003.npz,test/20240807_A119gpd2__csv__f2__0000003.npz,276.85095360698483,310.4065776043594,20240807_A119gpd2,279.186281603484,281.5751962199637,277.85095360698483,311.4065776043594,276.7594475027273,336.89480554454565,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000004.npz,0.090339825,0,13,0,test/20240807_A119gpd2__csv__f2__0000004.npz,test/20240807_A119gpd2__csv__f2__0000004.npz,164.6066919640645,75.7783493006275,20240807_A119gpd2,164.79663780564442,76.21868171350451,165.6066919640645,76.7783493006275,165.04531584108122,76.7870492393223,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000005.npz,0.013696981,0,32,0,test/20240807_A119gpd2__csv__f2__0000005.npz,test/20240807_A119gpd2__csv__f2__0000005.npz,153.68255183350348,299.51825704191765,20240807_A119gpd2,18.760575094163613,288.34126516158057,154.68255183350348,300.51825704191765,277.2500158148657,310.55796509316923,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000006.npz,0.12619546,0,10,0,test/20240807_A119gpd2__csv__f2__0000006.npz,test/20240807_A119gpd2__csv__f2__0000006.npz,424.5914374546628,66.7587862109061,20240807_A119gpd2,426.5692603594412,67.5084748531934,425.5914374546628,67.7587862109061,426.0179617007029,66.74451299897015,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000007.npz,0.008812197,0,34,0,test/20240807_A119gpd2__csv__f2__0000007.npz,test/20240807_A119gpd2__csv__f2__0000007.npz,232.7491446857177,98.03257933275796,20240807_A119gpd2,101.06489346980273,146.8254241393177,233.7491446857177,99.03257933275796,355.80068556035485,57.11746053289542,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000008.npz,0.02744992,0,28,0,test/20240807_A119gpd2__csv__f2__0000008.npz,test/20240807_A119gpd2__csv__f2__0000008.npz,24.83162129059204,409.340214368662,20240807_A119gpd2,26.269213217429808,406.9479100516751,25.83162129059204,410.340214368662,25.650897605229574,410.8269788447632,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000009.npz,0.11951417,0,11,0,test/20240807_A119gpd2__csv__f2__0000009.npz,test/20240807_A119gpd2__csv__f2__0000009.npz,230.15808715135248,176.20143372857098,20240807_A119gpd2,232.08829432726785,190.1208953312073,231.15808715135248,177.20143372857098,229.032107086223,163.94358884876272,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000010.npz,0.08007893,0,15,0,test/20240807_A119gpd2__csv__f2__0000010.npz,test/20240807_A119gpd2__csv__f2__0000010.npz,357.7537294425212,421.6112945191794,20240807_A119gpd2,212.91126651728752,402.3661863604132,358.7537294425212,422.6112945191794,490.1911279408231,438.71769684903,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000011.npz,0.0028337303,0,36,0,test/20240807_A119gpd2__csv__f2__0000011.npz,test/20240807_A119gpd2__csv__f2__0000011.npz,161.92043247573372,413.0993570626202,20240807_A119gpd2,92.76301491855128,321.2353467642422,162.92043247573372,414.0993570626202,226.1902780346185,495.8929694027268,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000012.npz,0.048455175,0,20,0,test/20240807_A119gpd2__csv__f2__0000012.npz,test/20240807_A119gpd2__csv__f2__0000012.npz,275.75462199427227,336.25001730652,20240807_A119gpd2,286.5460007658729,485.30728112333,276.75462199427227,337.25001730652,265.4080237132853,199.8797719523345,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000013.npz,0.04666014,0,21,0,test/20240807_A119gpd2__csv__f2__0000013.npz,test/20240807_A119gpd2__csv__f2__0000013.npz,343.8564596176097,305.1221103418176,20240807_A119gpd2,276.58988525848144,336.62301810221953,344.8564596176097,306.1221103418176,404.6150228519128,280.48249146025654,0.0,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000014.npz,0.15587707,0,8,0,test/20240807_A119gpd2__csv__f2__0000014.npz,test/20240807_A119gpd2__csv__f2__0000014.npz,2.990301542373999,31.46928850439465,20240807_A119gpd2,2.8339340979585472,46.92285588177077,3.990301542373999,32.469288504394655,3.7881302067468994,21.78761835352793,3.552713678800501e-15,False,20240807_A119gpd2
test,20240807_A119gpd2/test/20240807_A119gpd2__csv__f2__0000015.npz,0.47207335,1,3,0,test/20240807_A119gpd2__csv__f2__0000015.npz,test/20240807_A119gpd2__csv__f2__0000015.npz,278.6148696329401,280.65310649192327,20240807_A119gpd2,310.4939650316348,184.0954873337806,279.6148696329401,281.65310649192327,248.23206148499773,369.75753985718194,0.0,False,20240807_A119gpd2
